seed	num_iterations	metric	component	value
0	6	interaction_distance	state_5:state_1	15.63097243638801
0	6	interaction_distance	state_5:state_2	29.227824574680604
0	6	interaction_distance	state_5:state_3	38.0784594241358
0	6	interaction_distance	state_5:state_4	49.96414946016779
0	6	interaction_distance	state_5:state_5	48.22150990182773
0	6	interaction_distance	state_5:state_6	46.845310604936486
0	6	interaction_distance	state_5:state_7	40.23339875618777
0	6	interaction_distance	state_5:state_8	24.236800410872675
0	6	interaction_distance	state_6:state_0	13.161428950099577
0	6	interaction_distance	state_6:state_1	17.88295410212414
0	6	interaction_distance	state_6:state_2	28.45056258145667
0	6	interaction_distance	state_6:state_3	35.75061921375392
0	6	interaction_distance	state_6:state_4	50.48860587152228
0	6	interaction_distance	state_6:state_5	46.84531060493648
0	6	interaction_distance	state_6:state_6	45.637673574529416
0	6	interaction_distance	state_6:state_7	38.833111451783175
0	6	interaction_distance	state_6:state_8	27.650397990390424
0	6	interaction_distance	state_7:state_0	17.80165678739531
0	6	interaction_distance	state_7:state_1	14.77100654168618
0	6	interaction_distance	state_7:state_2	30.565987142764527
0	6	interaction_distance	state_7:state_3	40.93453482908644
0	6	interaction_distance	state_7:state_4	54.29343462943456
0	6	interaction_distance	state_7:state_5	50.344092098223186
0	6	interaction_distance	state_7:state_6	48.28562022495621
0	6	interaction_distance	state_7:state_7	42.11093545427441
0	6	interaction_distance	state_7:state_8	27.06884004099961
0	6	interaction_distance	state_8:state_0	16.990764197219637
0	6	interaction_distance	state_8:state_1	17.776153103835426
0	6	interaction_distance	state_8:state_2	32.241902696289166
0	6	interaction_distance	state_8:state_3	42.463066823878634
0	6	interaction_distance	state_8:state_4	54.02676416294661
0	6	interaction_distance	state_8:state_5	50.86296172837524
0	6	interaction_distance	state_8:state_6	51.43649550598391
0	6	interaction_distance	state_8:state_7	44.16198017970755
0	6	interaction_distance	state_8:state_8	26.89004193542128
0	8	moran_i	state_0	0.4306188178528349
0	8	geary_c	state_0	0.6355714716525939
0	8	moran_i	state_1	0.329386705839148
0	8	geary_c	state_1	0.7554740482311175
0	8	moran_i	state_2	0.0532102564102564
0	8	geary_c	state_2	0.9480264957264957
0	8	moran_i	state_3	0.09673803673803677
0	8	geary_c	state_3	0.9012086112086112
0	8	moran_i	state_4	0.12239622709435864
0	8	geary_c	state_4	0.8781059869676349
0	8	moran_i	state_5	-0.00887428101889893
0	8	geary_c	state_5	0.9333607230895645
0	8	moran_i	state_6	0.015134541460735862
0	8	geary_c	state_6	1.0182756727073035
0	8	moran_i	state_7	0.08535396961880197
0	8	geary_c	state_7	0.9475012376560098
0	8	moran_i	state_8	0.2519481096450309
0	8	geary_c	state_8	0.8319783197831977
0	8	interaction_distance	state_0:state_0	12.422534924354043
0	8	interaction_distance	state_0:state_1	17.859042604163445
0	8	interaction_distance	state_0:state_2	34.41201998768913
0	8	interaction_distance	state_0:state_3	32.19871260278258
0	8	interaction_distance	state_0:state_4	49.27669788230105
0	8	interaction_distance	state_0:state_5	52.31359630604131
0	8	interaction_distance	state_0:state_6	52.513169449942914
0	8	interaction_distance	state_0:state_7	43.13827597884426
0	8	interaction_distance	state_0:state_8	31.10864564278461
0	8	interaction_distance	state_1:state_0	18.260363132270747
0	8	interaction_distance	state_1:state_1	13.246893126799499
0	8	interaction_distance	state_1:state_2	31.313860245868007
0	8	interaction_distance	state_1:state_3	36.37077435622235
0	8	interaction_distance	state_1:state_4	51.1521037088698
0	8	interaction_distance	state_1:state_5	53.0191962391056
0	8	interaction_distance	state_1:state_6	54.36568435040485
0	8	interaction_distance	state_1:state_7	41.42456900520589
0	8	interaction_distance	state_1:state_8	29.834880237489962
0	8	interaction_distance	state_2:state_0	19.082582159657736
0	8	interaction_distance	state_2:state_1	13.9353309699016
0	8	interaction_distance	state_2:state_2	31.53581775237387
0	8	interaction_distance	state_2:state_3	38.524056043398794
