genes,gene,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
SNAI1,SNAI1,0.014712574575094544,4,RTKN2,26.671751089263537,57.12399894970154,-5078.194405877943,-5.397227912699487,0.08810494281625411,SE,3171,7.24164196903629e-05,0.2574416760662143,0.0077512264251708984,10188.636020854039,-5083.228070689542,5.03366481159901,0.02485924214736701,0.2768399489422708
SOX17,SOX17,0.003709205995222393,4,SCD,26.671751089263537,229.11287959567358,-5168.771066542267,-7.907882166006135,0.10091565728872806,SE,3171,3.892222283709728e-05,2.080264010577193,0.008770942687988281,10369.789342182688,-5169.845711879808,1.0746453375404599,0.2998985264593321,0.7854485216792032
SQLE,SQLE,1.1239665974236276e-08,4,SDC4,26.671751089263537,75891114.3339006,-5111.140937890574,-4.892722838768624,3.348136475659483e-07,SE,3171,3.4637049489838556e-06,19852246222.57821,0.001905202865600586,10254.529084879301,-5111.141023281192,8.539061855117325e-05,0.9926270895259338,0.9929148290102869
SRPK1,SRPK1,0.001113075623371259,4,SERPINA3,26.671751089263537,765.4837856231508,-3796.4567825951217,-2.511249290725295,0.006014182337492736,SE,3171,1.7147892043695127e-05,10.068217707798683,0.008356094360351562,7625.160774288397,-3796.651379243315,0.1945966481935102,0.6591180891261395,0.9929148290102869
STC1,STC1,0.0066744901917875155,4,SH3YL1,26.671751089263537,126.94565159846466,-5567.555083757701,-7.934478549880672,0.13002401903279784,SE,3171,1.3287658397870993e-05,0.22204300050632592,0.00991368293762207,11167.357376613556,-5570.872531912188,3.3174481544865557,0.06854815202566644,0.4712685451764568
SVIL,SVIL,1.1199603620025338e-08,4,SNAI1,26.671751089263537,76162586.15033561,-2657.204353525074,-2.248009544706678,7.045973634267248e-08,SE,3171,7.204358977545979e-06,41587768007.07884,0.0020089149475097656,5346.655916148302,-2657.204436895973,8.337089866472525e-05,0.9927148035323041,0.9929148290102869
TACSTD2,TACSTD2,0.003963220346379858,4,STC1,26.671751089263537,214.37369624279867,-4653.098857375266,-4.323691516613912,0.03400441237849357,SE,3171,6.495501575583839e-06,0.304408859598205,0.014180183410644531,9338.444923848685,-4655.668615781589,2.569758406323672,0.10892436589116916,0.5572874533966794
TCF4,TCF4,0.008004355403383052,4,TACSTD2,26.671751089263537,105.71284020640343,-5482.103595371624,-10.032037860720202,0.20956624978272012,SE,3171,4.815052914850297e-05,0.5625528447345682,0.007598161697387695,10996.454399841401,-5484.721904509144,2.618309137520555,0.10563695196189704,0.5533364150385083
TCIM,TCIM,0.00785874141028161,4,TCF4,26.671751089263537,107.68738999354193,-4771.600724035727,-1.4984246731277995,0.015233259550522607,SE,3171,3.160507164001308e-05,0.3828284709026368,0.009298324584960938,9575.448657169607,-4774.476959599957,2.876235564230228,0.08989595465447031,0.5345164871346884
TENT5C,TENT5C,0.002282091342864015,4,TCIM,26.671751089263537,372.9229265462456,-5745.205382157881,-7.332520666409817,0.07178146186437206,SE,3171,1.002072361789108e-05,1.4064959206827674,0.0071642398834228516,11522.657973413916,-5746.042389919164,0.8370077612826208,0.36025395721901554,0.8614768542193849
TFAP2A,TFAP2A,0.0027851694110758696,4,TFAP2A,26.671751089263537,305.40873308735036,-5512.234644848317,-7.633170348363164,0.08441082106072646,SE,3171,8.781341157415428e-06,0.8292243649667053,0.007966995239257812,11056.716498794787,-5513.286828798709,1.0521839503926458,0.30500463914820997,0.789423771913014
THAP2,THAP2,0.009821432396666939,4,TPD52,26.671751089263537,85.99694623654037,-5346.416403634801,-8.572519304333728,0.16677609716241235,SE,3171,3.023136853955857e-05,0.23636509507846873,0.008016347885131836,10725.080016367756,-5351.344354742522,4.927951107721128,0.026425631489944035,0.2768399489422708
TIFA,TIFA,0.0031962004743618616,4,TUBA4A,26.671751089263537,266.02350584116743,-5681.94684220684,-5.404179840846978,0.049446970204905086,SE,3171,1.7594562434075988e-05,1.2637675151727055,0.007802724838256836,11396.140893511834,-5682.581106375956,0.6342641691153403,0.42579548920499866,0.90946609344757
TMEM147,TMEM147,6.861037448276287e-09,4,TUBB2B,26.671751089263537,124323877.502643,-4492.882226292029,-2.911233449716571,7.618095690546408e-08,SE,3171,3.416341602183433e-06,52548131094.99523,0.0017728805541992188,9018.011661682212,-4492.882309164455,8.2872425991809e-05,0.9927366145911195,0.9929148290102869
TOMM7,TOMM7,0.018980243691379534,4,VWF,26.671751089263537,44.08799095266955,-5189.223955025936,-2.006462022691342,0.04381574710017744,SE,3171,4.7299405062177975e-05,0.10281666100598971,0.009181022644042969,10410.695119150027,-5197.923483751212,8.69952872527574,0.0031829233153457537,0.08753039117200823
TOP2A,TOP2A,0.006211315624320153,4,ZEB1,26.671751089263537,136.47552972559794,-4964.137725104858,-1.1000530068567809,0.011939091374538845,SE,3171,2.2308177104901024e-05,0.42962390535803174,0.0074291229248046875,9960.52265930787,-4966.578439226405,2.440714121546989,0.11822239391206935,0.5779761480145612
TPD52,TPD52,0.006302901062296929,4,ZEB2,26.671751089263537,134.48005294857666,-5879.300992904651,-0.6351653987166239,0.018397647300529733,SE,3171,1.5458448922150765e-05,0.2892286351942314,0.00905299186706543,11790.849194907456,-5882.673933450189,3.3729405455378583,0.06627536313626892,0.4703412867735214
TRAC,TRAC,0.0012711256194696378,4,ANKRD28,66.68809180146981,373.744469762118,-5033.581706138913,-4.415235349897713,0.014106455767143554,SE,3171,6.591368004771272e-06,2.9694486638676705,0.002774953842163086,10099.41062137598,-5034.614822028802,1.0331158898889043,0.3094279566709581,0.791559889158265
TRAF4,TRAF4,0.0028902077899221504,4,CCL8,66.68809180146981,164.10792537751513,-2500.0318324198342,-2.467643694194957,0.005619618015483573,SE,3171,5.081006027979635e-06,0.44575450420483803,0.0034880638122558594,5032.310873937822,-2504.2450170051143,4.2131845852800325,0.04011096609395881,0.3268300940989236
TRAPPC3,TRAPPC3,0.0015782104374988182,4,DMKN,66.68809180146981,300.92951168421484,-4518.986000662619,-4.480040472950684,0.014620732928631327,SE,3171,3.6959816604303133e-06,1.0815154880005173,0.0027430057525634766,9070.21921042339,-4520.609706899624,1.6237062370055355,0.20257577917479797,0.6117696340274956
TRIB1,TRIB1,0.0010554930633599315,4,DPT,66.68809180146981,450.19598841167345,-4011.1950642243173,-2.257654706681457,0.004207795011865968,SE,3171,6.720132734309559e-06,4.386862996437552,0.0026350021362304688,8054.637337546788,-4011.806683235379,0.6116190110615207,0.43417887430294644,0.9184553110254636
TUBA4A,TUBA4A,0.001931945929738815,4,ESM1,66.68809180146981,245.74281494843154,-2592.7591032420405,-2.1666092207434384,0.003980313017419603,SE,3171,4.206232088092354e-06,0.8225754944336547,0.002535104751586914,5217.765415582235,-2594.960829888666,2.2017266466255023,0.1378562456989404,0.5874994118861732
TUBB2B,TUBB2B,0.0011551211141592817,4,FBLIM1,66.68809180146981,411.32600377911626,-4478.788544632875,-2.084200912008059,0.004648205285328671,SE,3171,4.009298617724937e-06,2.186153488475635,0.0026450157165527344,8989.824298363903,-4479.722779297085,0.934234664210635,0.33376496239308273,0.8158699080719801
TYROBP,TYROBP,0.005707159710122555,4,JUP,66.68809180146981,82.87240209413194,-5441.271249092773,-5.80607117852943,0.046169843038572356,SE,3171,2.3666632553912065e-05,0.5387415560524462,0.0033867359161376953,10914.7897072837,-5445.746279966765,4.4750308739912725,0.03439358104176049,0.3268300940989236
USP53,USP53,0.0008098693614952127,4,LPL,66.68809180146981,586.8793215335039,-3756.3310513813576,-2.105138957618761,0.003136172155182865,SE,3171,6.0849906780458775e-06,6.740193405905432,0.002850770950317383,7544.909311860869,-3756.434852484122,0.1038011027644643,0.7473149826492647,0.9929148290102869
VOPP1,VOPP1,0.0009654217080211276,4,NPM3,66.68809180146981,492.2424927768675,-3872.1093423698876,-2.7110564927512955,0.0049889159069999725,SE,3171,3.7380604396136354e-05,29.15655181654108,0.002635955810546875,7776.465893837929,-3872.1962888062894,0.0869464364018313,0.768095626038147,0.9929148290102869
VWF,VWF,0.0014307985061284443,4,PELI1,66.68809180146981,331.98260641551747,-5127.259507053652,-3.2609138402535796,0.010294562872315878,SE,3171,4.899101112476481e-06,1.743113006920362,0.003162860870361328,10286.766223205457,-5128.522576319065,1.2630692654129234,0.2610709191455306,0.70908150879033
WARS,WARS,0.004475279831779283,4,RAB30,66.68809180146981,105.81506268759941,-3872.526534149415,-2.6669624384005877,0.011284124757714965,SE,3171,1.555195745013008e-05,0.5728081553090857,0.003754854202270508,7777.300277396984,-3875.650049941675,3.12351579226015,0.07717011543991847,0.5144674362661231
ZEB1,ZEB1,0.0006516113433373933,4,RAPGEF3,66.68809180146981,729.5312866628651,-4043.524359882442,-3.0963231432283043,0.005194434275733725,SE,3171,4.318598516922381e-06,7.384505340760351,0.0026068687438964844,8119.295928863037,-4043.594537218996,0.0701773365540248,0.7910787532171597,0.9929148290102869
ZEB2,ZEB2,0.0008363605624250151,4,RUNX1,66.68809180146981,568.2752169361097,-5800.612141943198,-5.373138350987704,0.01762228797091378,SE,3171,5.711601658118622e-06,5.932819792070393,0.002585172653198242,11633.47149298455,-5800.6297932357575,0.017651292559094145,0.8943055513707026,0.9929148290102869
ZNF562,ZNF562,0.009957592934620368,4,TOP2A,66.68809180146981,47.29498261679879,-6059.05871381896,-7.1270844392383905,0.0961727197990889,SE,3171,8.400912598906587e-05,0.6393474965045727,0.002524137496948242,12150.364636736074,-6069.529723286752,10.4710094677921,0.0012126243929397873,0.0444628944077922
